row_num,shop,schedule,time,product,content_type,topic,title,url,creator,status,date,post,path,note,recorder,editor,actor,voice_over,script,vv,revenue,shares,comments,engagement_rate,ctor,media_url,content_status,publish_status,remark,tiktok_eloop,facebook_eloop,instagram_eloop,youtube_eloop,tiktok_moov,facebook_moov,youtube_moov,instagram_moov,notified
,EloopTH,,,E67 E66 E69,Review,แบตสำรองสำหรับไอโฟน17,,,Guild,Done,10/11/2025,Beam,"Clip >>'/Volumes/graphic/_Video Content/Short Video/2025/Eloop/oct/แบตสำรองสำหรับไอโฟน17.mp4'

Cover >>'/Volumes/graphic/_Video Content/Short Video/2025/Eloop/oct/COVER/ปกคลิปแบตสำรองสำหรับไอโฟน17.png'",ใส่ท้ายคลิป >> '/Volumes/graphic/_Video Content/Short Video/File Stock/Eloop/Eloop Outtro Tiktok.mp4',Guild,Guild,Guild,Guild,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,EW55,Review,EW55 อัพเกรดใหม่,,https://www.tiktok.com/@eloopth/video/7559164919728327944,Yung,Done,10/9/2025,Beam,"Clip >>'/Volumes/graphic/_Video Content/Short Video/2025/Eloop/Sep/EW55 อัปเกรดใหม่.mp4'
Cover >> '/Volumes/graphic/_Video Content/Short Video/2025/Eloop/Sep/ปกEW55.png'",,,,,,,94601.0,64610.14,114.0,18.0,1.41%,9.22%,,,,,,,,,,,,,
,EloopTH,,,,,,,,Wasu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,,,,,,View,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,,Campaign,10.10 แบรนด์แท้คุ้มสุด,,https://www.tiktok.com/@eloopth/video/7559483083221634312,Beam,Done,10/10/2025,Beam,/Volumes/graphic/2025 TikTok/ELOOPTH/Double Digit/10.10/video/01.mov',,Kukkik,Arm,"Beam,Lead",Kukkik,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,,Campaign,10.10 นี้อยากได้ก็ช้อปเลย! จ่ายทีหลังก็ได้ ไม่ต้องคิดนาน!,,https://www.tiktok.com/@eloopth/video/7559483083221634312,Kukkik,Done,10/10/2025,Beam,/Volumes/graphic/2025 TikTok/ELOOPTH/Double Digit/10.10/video/02.mov',แก้ไขคลิปลงใหม่,Kukkik,Arm,Lead,Beam,,,,,,,,,,,,,,,,,,,,
,Moov,,,,Campaign,10.10 นี้ Moov มีโปรเด็ด,,https://www.tiktok.com/@moovthailand/video/7556905120085085461,Beam,Done,10/6/2025,Beam,,,Kukkik,Beam,"Beam,Lead",Beam,,,,,,,,,,,,,,,,,,,,
,Moov,,,,,,,,Yung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moov,,,,,,,,Guild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moov,,,,,,,,Nu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moov,,,LP,Review,รุ่นไหนได้กี่เลนส์,,https://www.tiktok.com/@moovthailand/video/7558317977817386258,Wasu,Done,10/8/2025,Wasu,/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/1007 TT-LP-รุ่นไหนได้กี่เลนส์',,Wasu,Wasu,Wasu,Music,,,,,,,,,,,,,,,,,,,,
,Moov,,,CP01,Picture,CP01,,https://www.tiktok.com/@moovthailand/photo/7559528217099390216,Wasu,Done,10/10/2025,Wasu,/Volumes/graphic/_Product Content/Moov/CS-MV-CP01/Content',,Wasu,Wasu,Wasu,Music,,,,,,,,,,,,,,,,,,,,
,Moov,,,CP02,Picture,CP02,,,Wasu,Stuck,10/11/2025,Wasu,/Volumes/graphic/_Product Content/Moov/CS-MV-CP02/Content',ไม่ได้ลง,Wasu,Wasu,Wasu,Music,,,,,,,,,,,,,,,,,,,,
,Moov,,,CS09,Review,เคสไอโฟน หลุดง่าย แม่เหล็กไม่แน่น ดูคลิปนี้ #เคสไอโฟน #ดูดไม่แน่น #แม่เหล็กไม่แน่น #เคสโทรศัพท์มือถือ #moovthailand,,https://www.tiktok.com/@moovthailand/video/7558742875710737682,Wasu,Done,10/8/2025,Wasu,/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/TT-CS09-รีวิวเคส iphone 17',,Wasu,Wasu,Wasu,Wasu,,2007.0,340.45,2.0,0.0,0.70%,12.70%,,,,,,,,,,,,,
,Moov,,,CS09,Review,เคส iPhone 17 Air #กันรอยนิ้วมือ #เคสไอโฟน #MoovCS09 #Casephone #รีวิว,,https://www.tiktok.com/@moovthailand/video/7559077702255561992,Wasu,Done,10/9/2025,Wasu,/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/TT-CS09-รีวิวเคส iphone 17 - 3',,Wasu,Wasu,Wasu,Wasu,,721.0,0.0,4.0,0.0,1.39%,0.00%,,,,,,,,,,,,,
,Moov,,,CB13,Review,"ชาร์จช้าเพราะอะไร 👉 หลายคนเข้าใจผิด... 👉 ชาร์จช้าเพราะ 3 อย่าง (หัวชาร์จ, สาย, อุปกรณ์ของเรา) #เลือกสายชาร์จ #สายชาร์จเร็ว #Moovมาแชร์ #รีวิว #Macbook #หมดปัญหาชาร์จช้า",,https://www.tiktok.com/@moovthailand/video/7559148968253410578,Wasu,Done,10/9/2025,Wasu,/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/TT-CB13-รีวิวชาร์จ macbook',,Wasu,Wasu,Wasu,Wasu,,269.0,0.0,0.0,0.0,1.12%,0.00%,,,,,,,,,,,,,
,Moov,,,,,,,,Moth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moov,,,LP03,Review,ฟิล์มเลนส์กล้อง ปกป้อง iPhone 17 Promax,,https://www.tiktok.com/@moovthailand/video/7559148968253410578,Ann,Done,10/11/2025,Beam,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/Moov-LP03.mp4'

ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/COVER/LP03-CV.png'",,Ann,Ann,Nile,Yung,,269.0,0.0,0.0,0.0,1.12%,0.00%,,,,,,,,,,,,,
13 - 19 Oct                                                                                                                                                              ,EloopTH,,,LP01,Review,ติดฟิล์มเลนส์กล้อง ง่ายกว่าที่คิด,,https://www.tiktok.com/@eloopth/video/7559147056418344199,Ann,Done,10/13/2025,Beam,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/Moov-LP01xiP17PM.mp4'

ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/COVER/Cover-LP01.png'",,Yung,Ann,Nile,Music,,11142.0,433.12,2.0,2.0,0.39%,23.11%,,,,,,,,,,,,,
,EloopTH,,,,Viral,เจอกันในไลฟ์เจนนี่,,https://www.tiktok.com/@eloopth/video/7562564769736183060,Ann,Done,10/18/2025,Ann,,ซ่อนคลิป เพราะยกเลิกไลฟ์,Ann,Ann,Ann,Music,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,EW55,Review,EW55 ปรับดีไซน์ใหม่,,https://www.tiktok.com/@eloopth/video/7561019149963693320,Moth,Done,10/14/2025,Kukkik,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Eloop/oct/EW55 สูตรใหม่.mp4'

ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Eloop/oct/COVER/EW55_Pro.png'",,Moth,Moth,Namfha,Namfha,,18560.0,15139.69,13.0,4.0,1.14%,8.74%,,,,,,,,,,,,,
,EloopTH,,,E65,Review,E65 100W iPhone17 Pro Max 40W,,https://www.tiktok.com/@eloopth/video/7561726902625504519,Yung,Done,10/16/2025,Beam,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Eloop/Oct/E65intro.mp4'
ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Eloop/Oct/COVER/ปกE65.png'",,,,,,,3341.0,0.0,1.0,0.0,0.69%,0.00%,,,,,,,,,,,,,
,EloopTH,,,,,,,,Guild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,C42T,Review,C42T,,https://www.tiktok.com/@eloopth/video/7562117009425632519,Wasu,Done,10/17/2025,Wasu,/Volumes/graphic/_Video Content/Short Video/2025/Eloop/Oct/TT-C42T-เอาใจสายขี้เกียจ',,Wasu,Wasu,Wasu,Wasu,,28299.0,689.05,10.0,4.0,1.10%,0.23%,,,,,,,,,,,,,
,EloopTH,,,,,,,,View,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moov,,,CB13,Review,สายชาร์จ 4 in 1 CB13,,https://www.tiktok.com/@moovthailand/video/7562042936326720786,Yung,Done,10/16/2025,Beam,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/สายชาร์จ 4 in 1 CB13.mp4'
ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/COVER/ปก สายชาร์จ 4 in 1 CB13.png'",,,,,,,,,,,,,,,,,,,,,,,,,
,Moov,,,CB13,Review,สายชาร์จเลือก CB13,,,Guild,Stuck,10/19/2025,Kukkik,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/CB13_1.mp4'
ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/COVER/ปก CB13_1.png'",ลงใหม่ คลิปคิดตรวจสอบ,Guild,Guild,Guild,Guild,,,,,,,,,,,,,,,,,,,,
,Moov,,,CP01,Review,เคส iPad พับได้ CP01,,https://www.tiktok.com/@moovthailand/video/7560913836350819591,Nu,Done,10/14/2025,Kukkik,"คลิป >>  '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/CP01.mp4'

ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/COVER/ปก CP01.png'",,Nu,Nu,Nu,Music,,148611.0,0.0,11.0,0.0,0.08%,0.00%,,,,,,,,,,,,,
,Moov,,,LP03,Review,3X,,https://www.tiktok.com/@moovthailand/video/7561006079002332424,Wasu,Done,10/14/2025,Wasu,/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/TT-LP03-รีวิว 3x strong',,Wasu,Wasu,Wasu,Wasu,,,,,,,,,,,,,,,,,,,,
,Moov,,,LP03,Review,3X (2),,https://www.tiktok.com/@moovthailand/video/7561330415328398599,Wasu,Done,10/17/2025,Wasu,/Volumes/graphic/_Video Content/Short Video/2025/Eloop/Oct/TT-Moov-LP03-เลนส์ถลอกแก้แบบนี้',,Wasu,Wasu,Wasu,Wasu,,,,,,,,,,,,,,,,,,,,
,Moov,,,,,,,,Moth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moov,,,CS10,Review,เคสCS10  iPhone 17 PM ขาตั้งในตัว,,https://www.tiktok.com/@moovthailand/video/7562039906248183048,Ann,Done,10/15/2025,Beam,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/Moov-CS10.mp4'

ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/COVER/CS-CS10.png'",,Ann,Ann,Ann,Music,,527.0,0.0,0.0,2.0,1.14%,0.00%,,,,,,,,,,,,,
,Moov,,,CB13,Review,สายชาร์จเร็ว CB13,,https://www.tiktok.com/@moovthailand/video/7562066280782564615,Ann,Done,10/17/2025,Beam,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/เกือบลืมCB13.mp4'

ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/COVER/CV-CB13.png'",,Ann,Ann,Yung,Ai,,,,,,,,,,,,,,,,,,,,
20 - 26 Oct                                                                                                                                                                         ,EloopTH,,,,Review,11.11 TikTok Mega Livefest ลดยิ่งใหญ่ ,,https://www.tiktok.com/@eloopth/video/7563243259179388178,Ann,Done,10/20/2025,Ann,,,Ann,Ann,,,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,,,,,,Moth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,,Review,E60 E66 ต่างกันยังไง,,https://www.tiktok.com/@eloopth/video/7563855646303472917,Yung,Done,10/22/2025,Beam,"คลิป >>'/Volumes/graphic/_Video Content/Short Video/2025/Eloop/Oct/E60 E66 ต่างกันยังไง.mp4'
ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Eloop/Oct/COVER/ปก E60 E66 ต่างกันยังไง.png'",,,,,,,8871.0,0.0,3.0,3.0,0.47%,0.00%,,,,,,,,,,,,,
,EloopTH,,,,,,,,Guild,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,C33T,Review,TT-C33T-หัวชาร์จใหญ่ไม่เร็วเสมอไป,,https://www.tiktok.com/@eloopth/video/7563221163355311378,Wasu,Done,10/20/2025,Wasu,/Volumes/graphic/_Video Content/Short Video/2025/Eloop/Oct/TT-C33T-หัวชาร์จใหญ่ไม่เร็วเสมอไป',,Wasu,Wasu,Wasu,Wasu,,16451.0,426.55,5.0,0.0,1.06%,0.40%,,,,,,,,,,,,,
,EloopTH,,,E29,Review,5ข้อทำไมต้องเลือก E29',,https://www.tiktok.com/@eloopth/video/7564708419412790536,Wasu,Done,10/24/2025,Wasu,/Users/macminim4/Desktop/TT-E29-5ข้อทำไมต้องเลือก E29',,Wasu,Wasu,Wasu,Wasu,,12808.0,937.46,6.0,5.0,1.11%,0.49%,,,,,,,,,,,,,
,EloopTH,,,,,,,,View,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moov,,,,,,,,Yung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moov,,,CB13,Review,สายชาร์จเลือก CB13,,https://www.tiktok.com/@moovthailand/video/7563234889118616839,Guild,Done,10/20/2025,Beam,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/CB13_1.mp4'
ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/COVER/ปก CB13_1.png'",,Guild,Guild,Guild,Guild,,,,,,,,,,,,,,,,,,,,
,Moov,,,CP02,Review,ได้ไอแพดมาควรทำไรก่อน,,https://www.tiktok.com/@moovthailand/video/7563602881346129159,Guild,Done,10/21/2025,Beam,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/ได้ไอแพดมาควรทำไรก่อน!_1.mp4'
ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/COVER/ปกได้ไอแพดมาควรทำไรก่อน!_1.png'",,Guild,Guild,Guild,Guild,,,,,,,,,,,,,,,,,,,,
,Moov,,,CP02,Review,เคส iPad CP02,,https://www.tiktok.com/@moovthailand/video/7563603739530087687,Nu,Done,10/24/2025,Beam,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/รีวิวเคสไอเเพด CP02.mp4'
ปก >>'/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/COVER/ ปก CP02.png'",,Nu,Nu,Nu,Music,,,,,,,,,,,,,,,,,,,,
,Moov,,,CP01,Review,Unbox CP01,,https://www.tiktok.com/@moovthailand/video/7563872406234729736,Nu,Done,10/26/2025,Beam,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/Unbox CP01.mp4'
ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/COVER/Unbox CP01.png'",,Nu,Nu,Nu,Music,,,,,,,,,,,,,,,,,,,,
,Moov,,,LP03,Review,TT-LP03-ชาเลนส์ติดฟิล์ม LP03,,https://www.tiktok.com/@moovthailand/video/7564719218571169032,Wasu,Done,10/25/2025,Wasu,/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/TT-LP03-ชาเลนส์ติดฟิล์ม LP03',,Wasu,Wasu,Wasu,Wasu,,,,,,,,,,,,,,,,,,,,
,Moov,,,,,,,,Wasu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moov,,,CB13,Review,CB13 สายชาร์จเส้นเดียวก็พอ,,https://www.tiktok.com/@moovthailand/video/7563139313358114066,Moth,Done,10/20/2025,Beam,"คลิป >>'/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/CB13_2.mp4'

ปก >>'/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/COVER/CB13_2.png'",,Moth,Moth,Moth,Ai,,,,,,,,,,,,,,,,,,,,
,Moov,,,CS08,Review,เคสใส CS08,,https://www.tiktok.com/@moovthailand/video/7565107684702178568,Ann,Done,10/26/2025,Beam,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/CS08-MS.mp4'
ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/COVER/CV-CS08-17W.png'",,Ann,Ann,,Music,,,,,,,,,,,,,,,,,,,,
27 Oct - 2 Nov                                                                                                                                                                         ,EloopTH,,,EW55,Review,EW55 ชาร์จไร้สายแบบใหม่,,https://www.tiktok.com/@eloopth/video/7566946648560061704,Ann,Done,10/31/2025,Kukkik,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Eloop/10_OCT/EW55-New.mp4'

ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Eloop/10_OCT/COVER/CV-EW55-New(1).png'",,Ann,Ann,Ann,Ai,,60540.0,10294.96,49.0,7.0,0.97%,2.24%,,,,,,,,,,,,,
,EloopTH,,,EW55,Review,EW55 ชาร์จแล้วชนกล้องมั้ย,,https://www.tiktok.com/@eloopth/video/7567298748527971602,Ann,Done,11/1/2025,Kukkik,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Eloop/10_OCT/EW55xi17.mp4'

ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Eloop/10_OCT/COVER/CV-EW55xi17.png'",,Ann,Ann,Ann,Ai,,11747.0,3076.98,3.0,6.0,0.86%,14.29%,,,,,,,,,,,,,
,EloopTH,,,EW55,Review,EW55 โฉมใหม่,,https://www.tiktok.com/@eloopth/video/7567301793168772359,Moth,Done,11/2/2025,Kukkik,"คลิป >> /Volumes/graphic/_Video Content/Short Video/2025/Eloop/10_OCT/NEW EW55.mp4

ปก >> /Volumes/graphic/_Video Content/Short Video/2025/Eloop/10_OCT/COVER/NEW EW55.png",,Moth,Moth,Moth,Ai,,67419.0,3644.15,11.0,14.0,0.40%,2.58%,,,,,,,,,,,,,
,EloopTH,,,,,,,,Yung,,,,"คลิป >>

ปก >>",,,,,,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,,,,,,Guild,,,,"คลิป >>

ปก >>",,,,,,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,E29,Viral,สัมภาษณ์ลุงติดเกาะ.,,https://www.tiktok.com/@eloopth/video/7565825543787138305,Wasu,Done,10/27/2025,Wasu,"คลิป >>'/Volumes/graphic/_Video Content/Short Video/2025/Eloop/Oct/TT-E29-สัมพาษลุงติดเกาะ/TT-E29-สัมพาษลุงติดเกาะ.mp4'

ปก >>'/Volumes/graphic/_Video Content/Short Video/2025/Eloop/Oct/TT-E29-สัมพาษลุงติดเกาะ/TT-E29-สัมพาษลุงติดเกาะ.png'",,Wasu,Wasu,Wasu,Wasu,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,EW54,Educate ,MagSafe Interface,,https://www.tiktok.com/@eloopth/video/7566856486496881938,Wasu,Done,10/30/2025,Wasu,"คลิป >>'/Volumes/graphic/_Video Content/Short Video/2025/Eloop/10_OCT/TT-EW54-Magsafe Interface/TT-EW54-Magsafe Interface.mp4'

ปก >>'/Volumes/graphic/_Video Content/Short Video/2025/Eloop/10_OCT/TT-EW54-Magsafe Interface/TT-EW54-Magsafe Interface.png'",,Wasu,Wasu,Wasu,Music,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,E29 Ultra,Review,ใช้ Macbook เลือกพาวเวอร์แบงค์รุ่นไหน,,https://www.tiktok.com/@eloopth/video/7567302093636111634,Wasu,Done,10/31/2025,Wasu,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Eloop/10_OCT/TT-E29 Ultra-macbook/TT-E29 Ultra-macbook.mp4'

ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Eloop/10_OCT/TT-E29 Ultra-macbook/TT-E29 Ultra-macbook.png",,Wasu,Wasu,Wasu,Wasu,,11062.0,1099.0,2.0,4.0,0.89%,0.42%,,,,,,,,,,,,,
,EloopTH,,,EW54,Review,[Part 1/3] ใหม่ EW54 พาวเวอร์แบงค์ชาร์จเร็ว Qi2,,https://www.tiktok.com/@eloopth/video/7566108298571828481,"Youtube
(View)",Done,10/28/2025,Kukkik,"คลิป >> '/Volumes/graphic/_Youtube/Short Fullreview [ Eloop ]/2025/EW54 Qi2/Export/แนะนำ.mp4'

ปก >> '/Volumes/graphic/_Youtube/Short Fullreview [ Eloop ]/2025/EW54 Qi2/Cover/1.png'",แบ่งลงต่อกันได้เลยจ้า,,View,,,,1959.0,0.0,0.0,4.0,0.92%,0.00%,,,,,,,,,,,,,
,EloopTH,,,EW54,Review,[Part 2/3] ใหม่ EW54 พาวเวอร์แบงค์ชาร์จเร็ว Qi2,,https://www.tiktok.com/@eloopth/video/7566111306336488705,"Youtube
(View)",Done,10/28/2025,Kukkik,"คลิป >> '/Volumes/graphic/_Youtube/Short Fullreview [ Eloop ]/2025/EW54 Qi2/Export/สเปก.mp4'

ปก >> '/Volumes/graphic/_Youtube/Short Fullreview [ Eloop ]/2025/EW54 Qi2/Cover/2.png'",แบ่งลงต่อกันได้เลยจ้า,,View,,,,2951.0,794.15,6.0,1.0,1.05%,16.67%,,,,,,,,,,,,,
,EloopTH,,,EW54,Review,[Part 3/3] ใหม่ EW54 พาวเวอร์แบงค์ชาร์จเร็ว Qi2,,https://www.tiktok.com/@eloopth/video/7566113457775365393,"Youtube
(View)",Done,10/29/2025,Kukkik,"คลิป >> '/Volumes/graphic/_Youtube/Short Fullreview [ Eloop ]/2025/EW54 Qi2/Export/สรุป.mp4'

ปก >> '/Volumes/graphic/_Youtube/Short Fullreview [ Eloop ]/2025/EW54 Qi2/Cover/3.png'",แบ่งลงต่อกันได้เลยจ้า,,View,,,,13539.0,1182.0,7.0,1.0,0.79%,0.72%,,,,,,,,,,,,,
,EloopTH,,,,Campaign,PayDay ช้อปสุดคุ้มต้องท้ายเดือน,,https://www.tiktok.com/@eloopth/video/7565839122821172497,Zam,Done,10/27/2025,Kukkik,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Eloop/Oct/haloween payday.mp4'
ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Eloop/Oct/COVER/หน้าปก haloween payday.png'",,Guild,Yung,Lead,,,9744.0,871.6,0.0,2.0,0.40%,5.26%,,,,,,,,,,,,,
,EloopTH,,,"E59 
E66 
EW55",Campaign,ใครยังไม่ได้ช้อประวังผีหลอก...,,https://www.tiktok.com/@eloopth/video/7566177984764235016,Zam,Done,10/28/2025,Kukkik,"คลิป > '/Volumes/graphic/_Video Content/Short Video/2025/Eloop/Oct/PAYDAY2.mp4'
ปก > '/Volumes/graphic/_Video Content/Short Video/2025/Eloop/Oct/COVER/ปก PAYDAY2.png'",,Guild,Yung,Zam,,,4165.0,0.0,0.0,2.0,0.38%,0.00%,,,,,,,,,,,,,
,EloopTH,,,"E59 
E66 
EW55",Campaign,Brand Crazy Deals,,https://www.tiktok.com/@eloopth/video/7566944916367035656,Zam,Done,10/30/2025,Kukkik,"คลิป > '/Volumes/graphic/_Video Content/Short Video/2025/Eloop/10_OCT/ไม่มีเพลง crazy.mp4'
ปก > '/Volumes/graphic/_Video Content/Short Video/2025/Eloop/10_OCT/COVER/ปกbrand crazy deals.png'",,Guild,Yung,Zam,,,7107.0,0.0,3.0,0.0,0.96%,0.00%,,,,,,,,,,,,,
,Moov,,,CP02,Review,เคส iPad มีที่ใส่ปากกา หมดปัญหาปากกาหาย!,,https://www.tiktok.com/@moovthailand/video/7566938556883651848,Yung,Done,10/31/2025,Kukkik,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/10_OCT/หมดปัญหาปากกาหาย Moov CP02.mp4'

ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/10_OCT/COVER/ปก หมดปัญหาปากกาหาย Moov CP02.png'",,Ann,Yung,Yung,Yung,,,,,,,,,,,,,,,,,,,,
,Moov,,,WS01,Review,สายนาฬิกา Apple watch แบบแม่เหล็ก,,https://www.tiktok.com/@moovthailand/video/7566936819892227335,Guild,Done,10/30/2025,Kukkik,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/10_OCT/WS01_1.mp4'

ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/10_OCT/COVER/WS01_1.png'",,Guild,Guild,Guild,Music,,,,,,,,,,,,,,,,,,,,
,Moov,,,FG02,Review,FG02 ติดฟิล์ม iPad mini,,https://www.tiktok.com/@moovthailand/video/7567373959721782548,Guild,Done,10/31/2025,Kukkik,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/10_OCT/FG02 ติดฟิล์มmini_1.mp4'

ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/10_OCT/COVER/ปกFG02 ติดฟิล์มmini_1.png'",,Guild,Guild,Guild,Guild,,,,,,,,,,,,,,,,,,,,
,Moov,,,CP01,Review,เคส iPad CP01 พับได้หลายแบบ,,https://www.tiktok.com/@moovthailand/video/7565106238581902610,Nu,Done,10/27/2025,Beam,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/สอนวิธีพับเคส Moov CP01.mp4'
ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/Oct/COVER/ปกสอนวิธีพับเคส Moov CP01.png'",,Nu,Nu,Nu,Music,,,,,,,,,,,,,,,,,,,,
,Moov,,,WS01,Review,สายนาฬิกา Apple watch,,https://www.tiktok.com/@moovthailand/video/7566119716243229959,Nu,Done,10/28/2025,Wasu,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/10_OCT/WS01.mp4'
ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/10_OCT/COVER/ปก WS01-2.png'",,Nu,Nu,Nu,Music,,,,,,,,,,,,,,,,,,,,
,Moov,,,CB13,Review,What is Emarker,,https://www.tiktok.com/@moovthailand/video/7567315453182233874,Wasu,Done,10/31/2025,Wasu,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/10_OCT/TT-CB13-What is emaker/TT-CB13-What is emaker.mp4'

ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/10_OCT/TT-CB13-What is emaker/TT-CB13-What is emaker.png",,Wasu,Wasu,Wasu,Wasu,,,,,,,,,,,,,,,,,,,,
,Moov,,,WS02,Review,Ads WS02,,https://www.tiktok.com/@moovthailand/video/7566919271335398663,Wasu,Done,10/30/2025,Wasu,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/10_OCT/TT-WS02-AdsAi/TT-WS02-AdsAi.mp4'

ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/10_OCT/TT-WS02-AdsAi/TT-WS02-AdsAi.png'",,Ai,Wasu,Ai,Music,,,,,,,,,,,,,,,,,,,,
,Moov,,,CS12,Review,CS12 เคสแม่เหล้ก ที่บางมากกก มาพร้อมตั้งในตัว,,https://www.tiktok.com/@moovthailand/video/7566939966329163016,Moth,Done,11/2/2025,Kukkik,"คลิป >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/10_OCT/CS12.mp4'

ปก >> '/Volumes/graphic/_Video Content/Short Video/2025/Moov/10_OCT/COVER/CS12.png'",,Moth,Moth,Moth,Ai,,,,,,,,,,,,,,,,,,,,
