row_num,shop,schedule,time,product,content_type,topic,title,url,creator,status,date,post,path,note,recorder,editor,actor,voice_over,script,vv,revenue,shares,comments,engagement_rate,ctor,media_url,content_status,publish_status,remark,tiktok_eloop,facebook_eloop,instagram_eloop,youtube_eloop,tiktok_moov,facebook_moov,youtube_moov,instagram_moov,notified
,EloopTH,,,E61,Review,แกะกล่องน้องใหม่ E61,,https://www.tiktok.com/@eloopth/video/7372404938334358792,Guild,Done,5/24/2024,Ann,/Volumes/graphic/_Video Content/Short Video/2024/Eloop/May/Unbox&ASMR E61.mov,,Guild,Guild,Guild,ASMR,,4098.0,425.17,14.0,1.0,0.88%,5.26%,,,,,,,,,,,,,
,Moov,,,"CM02
CB06
CB08",Review,รีวิว CM02 ที่รัดสายชาร์จ,,https://www.tiktok.com/@moovthailand/video/7371416930692893959,Ann,Done,5/21/2024,Ploy,/Volumes/graphic/_Video Content/Short Video/2024/Moov/May/CM02.mov,,Ann,Ann,Ann,Music,,865.0,514.4,0.0,0.0,0.12%,278.33%,,,,,,,,,,,,,
,Moov,,,CB04,Review,CB04 สายชาร์จ All in 1 ,,https://www.tiktok.com/@moovthailand/video/7371304117181877511,Guild,Done,5/20/2024,Ploy,/Volumes/graphic/_Video Content/Short Video/2024/Moov/Apr/CB04 1920x1080.mp4,ฝากใส่เพลงใหม่จ้า,Guild,Guild,Guild,Music,,165.0,0.0,0.0,0.0,1.82%,0.00%,,,,,,,,,,,,,
,Moov,,,UM01,Review, Moov มีร่มแล้วน๊าา,,https://www.tiktok.com/@moovthailand/video/7374680652270128400?is_from_webapp=1&sender_device=pc&web_id=7335655813602330120,Japan,Done,5/26/2024,Japan,/Volumes/graphic/_Video Content/Short Video/2024/Moov/May/UM01.MOV,,Japan,Japan,Japan,Japan,,,,,,,,,,,,,,,,,,,,
27 - 2 June ,EloopTH,,,,Educate ,แกะดูด้านใน E29 ปลอม,,https://www.tiktok.com/@eloopth/photo/7374259656165690642,Ann,Done,5/29/2024,Ann,,ฟีดรูปภาพ,Ann,Ann,Ann,Music,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,E29,Educate ,แบตสำรองจริงๆแล้วชาร์จได้กี่รอบกันแน่ ?,,https://www.tiktok.com/@eloopth/video/7373988465328852244,Guild,Done,5/28/2024,HUANG,/Volumes/graphic/_Video Content/Short Video/2024/Educate/เรื่องจริงของพาวเวอร์แบงค์.mov,,View,Guild,Guild,Guild,,973.0,0.0,1.0,0.0,3.19%,0.00%,,,,,,,,,,,,,
,EloopTH,,,,Campaign,Pay day Sale ,,https://www.tiktok.com/@eloopth/video/7373649966075546881,Huang,Done,5/27/2024,HUANG,,,Huang,Huang,Huang,Huang,,789.0,0.0,1.0,0.0,0.25%,0.00%,,,,,,,,,,,,,
,Moov,,,PB02,Review,มินิพาวเวอร์แบงค์ PB02,,https://www.tiktok.com/@moovthailand/video/7373933393261661445?is_from_webapp=1&sender_device=pc&web_id=7335655813602330120,Ann,Done,5/28/2024,Japan,/Volumes/graphic/_Video Content/Short Video/2024/Moov/May/PB02 แบตจิ๋ว.mov,,Ann,Ann,Ann,Huang,,,,,,,,,,,,,,,,,,,,
,Moov,,,,Review,เคส CB04 กรอบเลนส์กล้องมี 2 แบบ,,https://www.tiktok.com/@moovthailand/photo/7374347286240873736?lang=th-TH,Ann,Done,5/29/2024,Ann,,ฟีดรูปภาพ,Ann,Ann,Ann,Music,,,,,,,,,,,,,,,,,,,,
,Moov,,,,Campaign,Pay day Sale ,,https://www.tiktok.com/@moovthailand/video/7373662115040595216,Ploy,Done,5/27/2024,Ploy,,,Ploy,Ploy,Ploy,Ploy,,,,,,,,,,,,,,,,,,,,
,Moov,,,,Campaign,6.6,,https://www.tiktok.com/@moovthailand/video/7376163030704475400,Ploy,Done,6/1/2024,Ploy,,,,,,,,,,,,,,,,,,,,,,,,,,
,Moov,,,PS01,Review,PS01 ที่ตั้งมือถือ,,https://www.tiktok.com/@moovthailand/video/7373933393261661445?lang=th-TH,Moth,Done,5/29/2024,Japan,/Volumes/graphic/_Video Content/Short Video/2024/Moov/May/PS01.mov,,Guild,Moth,Moth,Music,,,,,,,,,,,,,,,,,,,,
JUN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 -9 Jun ,EloopTH,,,,Campaign,6.6,,https://www.tiktok.com/@eloopth/video/7376254640364490002,Huang,Done,6/3/2024,HUANG,,#tiktokshop66,,,,,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,,Educate ,แต่งสตอรี่ให้ดูมีอะไร,,https://www.tiktok.com/@eloopth/video/7377668207496154376,Guild,Done,6/7/2024,Ploy,/Volumes/graphic/_Video Content/Short Video/2024/Educate/แต่งสตอรี่ไอจีให้ดูมีอะไรมากขึ้น.mp4,,Guild,Guild,Guild,Music,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,,Campaign,6.6,,https://www.tiktok.com/@eloopth/video/7376927919949614357,Huang,Done,6/5/2024,HUANG,,,Huang,Huang,Huang,Huang,,195.0,245.65,0.0,0.0,0.00%,100.00%,,,,,,,,,,,,,
,Moov,,,CB07,Review,CB07 สายชาร์จเร็ว,,https://www.tiktok.com/@moovthailand/video/7377673718530723080,Guild,Done,6/5/2024,Ploy,/Volumes/graphic/_Video Content/Short Video/2024/Moov/Apr/CB07 1920x1080.mp4,ฝากใส่เพลงใหม่จ้า,Guild,Guild,Guild,Music,,76.0,0.0,0.0,0.0,1.32%,0.00%,,,,,,,,,,,,,
,Moov,,,,Campaign,6.6,,https://www.tiktok.com/@moovthailand/video/7376163030704475400,Ploy,Done,6/3/2024,Ploy,,,Ploy,Ploy,Ploy,Ploy,,,,,,,,,,,,,,,,,,,,
,Moov,,,ST03,Review,ขาตั้งมือถือรุ่นใหม่ ST03 ,,https://www.tiktok.com/@moovthailand/video/7376523782434983184?is_from_webapp=1&sender_device=pc&web_id=7335655813602330120,Japan,Done,6/7/2024,Japan,/Volumes/graphic/_Video Content/Short Video/2024/Moov/Jun/ST03.MOV,,Japan,Japan,Japan,Japan,,,,,,,,,,,,,,,,,,,,
10 - 16 Jun ,EloopTH,,,,Educate ,ใช้ iPhone ต้องเลือกพาวเวอร์แบงค์แบบไหน,,https://www.tiktok.com/@eloopth/video/7380636980192873748,Guild,Done,6/15/2024,HUANG,/Volumes/graphic/_Video Content/Short Video/2024/Educate/ใช้ไอโฟนต้องเลือกพวบแบบไหน.mov,"
#tiktokshopช้อปมันส์กลางเดือน #ช้อปมันส์กลางเดือน  #ช้อปมันส์กลางเดือน ",Guild,Guild,Guild,Punch,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,,Entertain,อย่าลืมไปเล่นกิจกรรมที่ “บ้านฟ้า” 💙,,https://www.tiktok.com/@eloopth/video/7379932866668678408?is_from_webapp=1&sender_device=pc,View,Done,6/13/2024,Ann,,,View,View,Moth,Wasu,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,,Educate ,8 สาเหตุที่ทำให้แบตบวม,,https://www.tiktok.com/@eloopth/photo/7378722655266032904,Ann,Done,6/10/2024,Ann,/Volumes/graphic/_Video Content/Short Video/2024/Educate/สาเหตุที่ทำให้แบตบวม.mov,ฟีดรูปภาพ,Ann,Ann,Ann,Music,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,E33Line,Review,พาวเวอร์แบงค์หลักร้อยเหมาะกับน้องนักเรียน,,https://www.tiktok.com/@eloopth/video/7378808799596940564,Guild,Done,6/10/2024,HUANG,/Volumes/graphic/_Video Content/Short Video/2024/Eloop/Jun/พาวเวอร์แบงค์หลักร้อยเหมาะกับน้องนักเรียน_2.mov,,Guild,Guild,Guild,Huang,,525.0,666.25,2.0,0.0,1.14%,24.29%,,,,,,,,,,,,,
,EloopTH,,,C61T,Review,แกะกล่องหัวชาร์จใหม่ C61T,,https://www.tiktok.com/@eloopth/video/7378771368617250069,Guild,Done,6/10/2024,HUANG,/Volumes/graphic/_Video Content/Short Video/2024/Eloop/Jun/Unbox C61T_2.mov,,Guild,Guild,Guild,Music,,772.0,0.0,3.0,0.0,2.07%,0.00%,,,,,,,,,,,,,
,EloopTH,,,,Educate ,"ของแท้เช็คยังไง
เช็คแล้วจะขึ้นแบบไหน",,https://www.tiktok.com/@eloopth/video/7379902703364869397,Ann,Done,6/13/2024,HUANG,/Volumes/graphic/_Video Content/Short Video/2024/Educate/ของแท้ต้องเช็คยังไง.mov,"
#tiktokshopช้อปมันส์กลางเดือน #ช้อปมันส์กลางเดือน  #ช้อปมันส์กลางเดือน ",Ann,Ann,Ann,Nile,,906.0,269.0,1.0,1.0,1.32%,33.33%,,,,,,,,,,,,,
,EloopTH,,,,Viral,iOS18 มีม,,https://www.tiktok.com/@eloopth/video/7379162974637788434,Moth,Done,6/11/2024,Ann,/Volumes/graphic/_Video Content/Short Video/2024/Eloop/Jun/iOS18.mp4,,Moth,Moth,Moth,Music,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,,Viral,รุ่นที่ได้ไปต่อ iOS18,,https://www.tiktok.com/@eloopth/video/7379177478960516359,Ann,Done,6/11/2024,Ann,/Volumes/graphic/_Video Content/Short Video/2024/Educate/iOS18-2.mov,,Ann,Ann,Ann,Moth,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,,Campaign,Mid Month ,,https://www.tiktok.com/@eloopth/video/7379569597961309460,Huang,Done,6/12/2024,HUANG,,"
#tiktokshopช้อปมันส์กลางเดือน #ช้อปมันส์กลางเดือน  #ช้อปมันส์กลางเดือน ",Huang,Arm,Arm,Huang,,37.0,0.0,0.0,0.0,0.00%,0.00%,,,,,,,,,,,,,
,Moov,,,ST03,Review,ที่ใส่บัตร ST03 เป็นขาตั้งได้,,https://www.tiktok.com/@moovthailand/video/7379224161459244306,Ann,Done,6/11/2024,Ploy,/Volumes/graphic/_Video Content/Short Video/2024/Moov/Jun/ST03-2.mov,,Ann,Ann,Ann,Music,,547.0,0.0,1.0,0.0,0.55%,0.00%,,,,,,,,,,,,,
,Moov,,,CS06,Review,เคสน้องใหม่ CS06,,https://www.tiktok.com/@moovthailand/video/7378696347261668616,Ann,Done,6/10/2024,Ploy,/Volumes/graphic/_Video Content/Short Video/2024/Moov/Jun/CS06.mov,,Ann,Ann,Ann,Music,,365.0,0.0,6.0,0.0,2.74%,0.00%,,,,,,,,,,,,,
,Moov,,,CB02,Review,ความทนทานของ CB02,,https://www.tiktok.com/@moovthailand/video/7378810021938728208,Wasu,Done,6/10/2024,Wasu,/Volumes/graphic/_Video Content/Short Video/2024/Moov/Jun/cb02-moov-product-reel.mov,,Wasu,Wasu,Wasu,Wasu,,61.0,0.0,0.0,0.0,0.00%,0.00%,,,,,,,,,,,,,
,Moov,,,,Viral,รุ่นที่ได้ไปต่อ iOS18,,https://www.tiktok.com/@moovthailand/video/7379179156979944721?lang=th-TH,View,Done,6/11/2024,Wasu,/Volumes/graphic/_Video Content/Short Video/2024/Moov/Jun/iOS18_iPhone.mp4,"
#tiktokshopช้อปมันส์กลางเดือน #ช้อปมันส์กลางเดือน  #ช้อปมันส์กลางเดือน ",View,View,View,Music,,,,,,,,,,,,,,,,,,,,
,Moov,,,ST04,Review,หลงรักเลย ST04,,https://www.tiktok.com/@moovthailand/video/7379141965826313488,Wasu,Done,6/11/2024,Wasu,,,Wasu,Wasu,Wasu,Wasu,,99.0,0.0,0.0,0.0,0.00%,0.00%,,,,,,,,,,,,,
,Moov,,,,Campaign,Mid Month ,,https://www.tiktok.com/@moovthailand/video/7379606139832388882,Ploy,Done,6/12/2024,Ploy,,"
#tiktokshopช้อปมันส์กลางเดือน #ช้อปมันส์กลางเดือน  #ช้อปมันส์กลางเดือน ",Ploy,Ploy,Japan,Ploy,,,,,,,,,,,,,,,,,,,,
,Moov,,,Fan02,Review,Moov มีพัดลมแน้วว 🤩,,https://www.tiktok.com/@moovthailand/video/7380216603419479313?is_from_webapp=1&sender_device=pc&web_id=7335655813602330120,Japan,Done,6/14/2024,Japan,/Volumes/graphic/_Video Content/Short Video/2024/Moov/Jun/fan02.MOV,,Japan,Japan,Japan,Japan,,,,,,,,,,,,,,,,,,,,
17 - 23 Jun ,EloopTH,,,"E33Line
E57
E59
E68",Review,รวมรุ่นมีสายในตัว,,https://www.tiktok.com/@eloopth/video/7382576962977549585,Ann,Done,6/20/2024,HUANG,/Volumes/graphic/_Video Content/Short Video/2024/Eloop/Jun/รวมรุ่นสายในตัว.mov,,Ann,Ann,Ann,Music,,1699.0,260.1,7.0,2.0,1.59%,50.00%,,,,,,,,,,,,,
,EloopTH,,,E65,Review,E65,,https://www.tiktok.com/@eloopth/video/7383578679441493269,Ann,Done,6/23/2024,HUANG,/Volumes/graphic/_Video Content/Short Video/2024/Eloop/Jun/E65.mov,,Ann,Ann,Ann,Punch,,2143.0,1997.0,3.0,2.0,2.24%,5.00%,,,,,,,,,,,,,
,EloopTH,,,,Review,เทียบหัวชาร์จเร็ว 65W ทั้ง 4 รุ่น,,https://www.tiktok.com/@eloopth/photo/7382130838936374535,Guild,Done,6/19/2024,Ann,,รูปภาพ,Guild,Guild,Guild,Music,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,,Campaign,⚡️Mid Year Clearance Sale,,https://www.tiktok.com/@eloopth/video/7382145724693089543,Huang,Done,6/19/2024,HUANG,,,,,,,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,,Educate ,iPhone 13 /14 ต่างกันแค่ไหน,,https://www.tiktok.com/@eloopth/video/7383724983379414279,Guild,Done,6/23/2024,Ploy,/Volumes/graphic/_Video Content/Short Video/2024/Educate/ไอโฟน13ต่างกับ14เยอะไหม_2.mov,,Guild,Guild,Guild,Wasu,,,,,,,,,,,,,,,,,,,,
,Moov,,,PB01,Review,พาวเวอร์แบงค์ PB01,,https://www.tiktok.com/@moovthailand/video/7382898310723472641,Ann,Done,6/21/2024,Japan,/Volumes/graphic/_Video Content/Short Video/2024/Moov/Jun/Moov PB01-Blue.mov,,Ann,Ann,Ann,Japan,,,,,,,,,,,,,,,,,,,,
,Moov,,,CS04,Review,"รู้ก่อนซื้อ กรอบเลนส์เคส CS04
มี 2 แบบ",,https://www.tiktok.com/@moovthailand/video/7382496935883656456,Moth,Done,6/21/2024,Ploy,/Volumes/graphic/_Video Content/Short Video/2024/Moov/Jun/CS04.mp4,,Moth,Moth,Moth,Moth,,310.0,0.0,0.0,0.0,0.65%,0.00%,,,,,,,,,,,,,
,Moov,,,,Campaign,⚡️Mid Year Clearance Sale,,https://www.tiktok.com/@moovthailand/video/7382182885811326215,Ploy,Done,6/20/2024,Ploy,,,Ploy,Ploy,Ploy,Ploy,,,,,,,,,,,,,,,,,,,,
,Moov,,,CB02,Entertain,หมดปัญหาสายพัน,,https://www.tiktok.com/@moovthailand/video/7382105824128142608,Wasu,Done,06/19/2024,Wasu,/Volumes/graphic/_Video Content/Short Video/2024/Moov/Jun/จัดการปัญหาเรื่องสาย.mov,,,,,,,19.0,0.0,0.0,0.0,0.00%,0.00%,,,,,,,,,,,,,
24 - 30 Jun ,EloopTH,,,"EW54
EW55",Review,"พาวเวอร์แบงค์ไร้สาย
EW54 vs EW55",,https://www.tiktok.com/@eloopth/video/7385127439971650823,Ann,Done,6/27/2024,Ploy,/Volumes/graphic/_Video Content/Short Video/2024/Eloop/Jun/EW54 Ew55.mov,"#TikTokShopช้อปกันวันเงินออก
#ช้อปกันวันเงินออก",Ann,Ann,Ann,Music,,1510.0,0.0,30.0,1.0,3.18%,0.00%,,,,,,,,,,,,,
,EloopTH,,,EW54,Viral,EW54 สาบานได้เลยไม่เคยรักใครเท่าเธอมาก่อน,,https://www.tiktok.com/@eloopth/video/7385734813896019218,Ann,Done,6/29/2024,Ann,/Volumes/graphic/_Video Content/Short Video/2024/Eloop/Jun/EW54.MOV,เทมเพลต Capcut,Ann,Ann,Ann,Music,,160.0,0.0,1.0,0.0,3.75%,0.00%,,,,,,,,,,,,,
,EloopTH,,,"EW55
WC01",Educate ,เอ๊ะ ทำไมแบบนี้ได้มั้ยนะ,,https://www.tiktok.com/@eloopth/video/7383974148122430728,Moth,Done,6/24/2024,Ploy,/Volumes/graphic/_Video Content/Short Video/2024/Eloop/Jun/WC01.mp4,,Moth,Moth,Moth,Moth,,35.0,0.0,0.0,0.0,2.86%,0.00%,,,,,,,,,,,,,
,EloopTH,,,C19U,Review,หัวชาร์จเร็ว C19U,,https://www.tiktok.com/@eloopth/video/7386256319642193160,Moth,Done,6/30/2024,Ploy,/Volumes/graphic/_Video Content/Short Video/2024/Eloop/Jun/C19U+S8.mp4,"#TikTokShopช้อปกันวันเงินออก
#ช้อปกันวันเงินออก",Moth,Moth,Moth,ASMR,,997.0,0.0,6.0,1.0,1.50%,0.00%,,,,,,,,,,,,,
,EloopTH,,,,Educate ,"วิธีเช็คเครื่อง
iPhone มือ 1 หรือ 2",,https://www.tiktok.com/@eloopth/video/7385127439971650823,Guild,Done,6/26/2024,HUANG,/Volumes/graphic/_Video Content/Short Video/2024/Educate/จะรู้ได้ยังไง ว่าไอโฟนที่เราซื้อมาเป็นมือ 2 รึป่าว.mov,"#TikTokShopช้อปกันวันเงินออก
#ช้อปกันวันเงินออก",Guild,Guild,Guild,Moth,,1510.0,0.0,30.0,1.0,3.18%,0.00%,,,,,,,,,,,,,
,EloopTH,,,,Campaign,Pay Day Sale,,https://www.tiktok.com/@eloopth/video/7385116195491515668,Huang,Done,6/27/2024,HUANG,,"#TikTokShopช้อปกันวันเงินออก
#ช้อปกันวันเงินออก",Huang,Huang,Huang,Huang,,214.0,0.0,1.0,0.0,0.47%,0.00%,,,,,,,,,,,,,
,Moov,,,,Campaign,Pay Day Sale,,https://www.tiktok.com/@moovthailand/video/7385167729059220754,Ploy,Done,6/27/2024,Ploy,,"#TikTokShopช้อปกันวันเงินออก
#ช้อปกันวันเงินออก",Ploy,Ploy,Ploy,Ploy,,4.0,0.0,0.0,0.0,0.00%,0.00%,,,,,,,,,,,,,
,Moov,,,CB02,Review,แก้ปัญหาสายพันกัน,,https://www.tiktok.com/@moovthailand/video/7384011924024986881,Wasu,Done,6/24/2024,Wasu,/Volumes/graphic/_Video Content/Short Video/2024/Moov/Jun/แก้ปัญหาสายพันกัน-CB02.mov,"#TikTokShopช้อปกันวันเงินออก
#ช้อปกันวันเงินออก",Wasu,Wasu,Wasu,Music,,130.0,0.0,1.0,0.0,0.77%,0.00%,,,,,,,,,,,,,
,Moov,,,EP02,Review,Unbox EP02,,https://www.tiktok.com/@moovthailand/video/7385465762753907984,Wasu,Done,06/28/2024,Wasu,/Volumes/graphic/_Video Content/Short Video/2024/Moov/Jun/Unbox-EP02-New.mov,,Wasu,Wasu,Wasu,Music,,3.0,0.0,0.0,0.0,0.00%,0.00%,,,,,,,,,,,,,
JUL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 - 7 Jul,EloopTH,,,,Review,ให้คะแนนพาวเวอร์แบงค์,,https://www.tiktok.com/@eloopth/photo/7386511452204584200 ,Ann,Done,7/1/2024,Ann,,ฟีดรูปภาพ,Ann,Ann,Ann,Music,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,E69,Review,"แบตสำรองชาร์จเร็ว
Orsen E69",,https://www.tiktok.com/@eloopth/video/7386929507447426305,Ann,Done,7/5/2024,HUANG,/Volumes/graphic/_Video Content/Short Video/2024/Eloop/Jul/E69.mov,ใช้แผ่นเสียง >> https://www.tiktok.com/music/MONTAGEM-PR-FUNK-Sped-Up-7255225482282846209?is_from_webapp=1&sender_device=pc,Ann,Ann,Ann,Music,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,E67,Review,"แบตสำรองชาร์จเร็ว
Orsen E67",,https://www.tiktok.com/@eloopth/video/7387963374904102145,Ann,Done,7/5/2024,HUANG,/Volumes/graphic/_Video Content/Short Video/2024/Eloop/Jun/E67-3.mov,#TikTokShop77TH #77ลดไม่หยุดช้อปไม่ยั้ง,Ann,Ann,Ann,Music,,521.0,0.0,23.0,0.0,5.37%,0.00%,,,,,,,,,,,,,
,EloopTH,,,EW55,Viral,baby. I’m a rockstar 🤘🏻🌟,,https://www.tiktok.com/@eloopth/video/7386886813685648647,Ann,Done,7/2/2024,Ann,/Volumes/graphic/_Video Content/Short Video/2024/Eloop/Jul/EW55-Rockstar.MOV,#TikTokShop77TH #77ลดไม่หยุดช้อปไม่ยั้ง,Ann,Ann,Ann,Music,,32.0,0.0,0.0,0.0,0.00%,0.00%,,,,,,,,,,,,,
,EloopTH,,,E69,Review,แบตสำรองชาร์จเร็วน้องใหม่ E69,,https://www.tiktok.com/@eloopth/video/7388353446669258002,Moth,Done,7/5/2024,Ploy,/Volumes/graphic/_Video Content/Short Video/2024/Eloop/Jul/E69.mp4,#TikTokShop77TH #77ลดไม่หยุดช้อปไม่ยั้ง,Moth,Moth,Moth,Moth,,2398.0,694.15,6.0,2.0,2.09%,5.00%,,,,,,,,,,,,,
,EloopTH,,,E69,Review,Unbox E69,,https://www.tiktok.com/@eloopth/video/7386932225306152193,Guild,Done,7/3/2024,HUANG,/Volumes/graphic/_Video Content/Short Video/2024/Eloop/Jun/Unbox E69.mov,#TikTokShop77TH #77ลดไม่หยุดช้อปไม่ยั้ง,Guild,Guild,Guild,ASMR,,1333.0,0.0,2.0,0.0,1.35%,0.00%,,,,,,,,,,,,,
,EloopTH,,,EW31,Review,"Unbox EW31
แบตสำรองชาร์จไร้สาย",,https://www.tiktok.com/@eloopth/video/7387964991627939088,Guild,Done,7/5/2024,HUANG, /Volumes/graphic/_Video Content/Short Video/2024/Eloop/Jul/EW31-LH.mov,#TikTokShop77TH #77ลดไม่หยุดช้อปไม่ยั้ง,Guild,Guild,Guild,Music,,385.0,0.0,2.0,0.0,2.34%,0.00%,,,,,,,,,,,,,
,EloopTH,,,,Campaign,7.7 Eloop X Moov,,https://www.tiktok.com/@eloopth/video/7386898433363299600,Huang,Done,7/2/2024,HUANG,,#TikTokShop77TH #77ลดไม่หยุดช้อปไม่ยั้ง,Huang,Huang,Huang,Huang,,132.0,0.0,1.0,0.0,0.76%,0.00%,,,,,,,,,,,,,
,EloopTH,,,,Campaign,7.7 Eloop X Moov,,https://www.tiktok.com/@eloopth/video/7388136775669009681,Huang,Done,7/5/2024,HUANG,,,Huang,Huang,Huang,Huang,,288.0,0.0,0.0,0.0,0.00%,0.00%,,,,,,,,,,,,,
,Eloop TH (ช่องรอง),,,,Review,7.7 ลดโหด EW55,,https://www.tiktok.com/@orsenth/video/7388831216062958855,Ploy,Done,7/7/2024,Ploy,,#TikTokShop77TH #77ลดไม่หยุดช้อปไม่ยั้ง,Ploy,Ploy,Ploy,Ploy,,,,,,,,,,,,,,,,,,,,
,Moov,,,,Campaign,7.7 Eloop X Moov,,https://www.tiktok.com/@moovthailand/video/7388166574231899400,Ploy,Done,7/5/2024,Ploy,,,Ploy,Ploy,Ploy,Ploy,,17.0,0.0,0.0,0.0,0.00%,0.00%,,,,,,,,,,,,,
,Moov,,,,Campaign,7.7 Eloop X Moov,,https://www.tiktok.com/@moovthailand/video/7387267856821521681,Ploy,Done,7/3/2024,Ploy,,#TikTokShop77TH #77ลดไม่หยุดช้อปไม่ยั้ง,Ploy,Ploy,Ploy,Ploy,,92.0,0.0,0.0,0.0,1.09%,0.00%,,,,,,,,,,,,,
,Moov,,,PB01,Review,"พาวเวอร์แบงค์ PB01
ชาร์จง่าย ขาปลั๊กในตัว",,https://www.tiktok.com/@moovthailand/video/7388776040706968839?is_from_webapp=1&sender_device=pc&web_id=7335655813602330120,Ann,Done,7/2/2024,Japan,/Volumes/graphic/_Video Content/Short Video/2024/Moov/Jun/PB01-PP.mov,,Ann,Ann,Ann,Music,,,,,,,,,,,,,,,,,,,,
,Moov,,,PB02,Review,ถ้าอยากได้ ต้องซื้อเลย,,https://www.tiktok.com/@moovthailand/video/7388714601711537415,Ann,Done,7/7/2024,Japan,/Volumes/graphic/_Video Content/Short Video/2024/Moov/Jul/PB02C.mov,,Ann,Ann,Ann,Music,,159.0,0.0,1.0,0.0,1.89%,0.00%,,,,,,,,,,,,,
,Moov,,,PB01,Review,แบตสำรองตัวจบ PB01,,https://www.tiktok.com/@moovthailand/video/7388364308616465671,Moth,Done,7/5/2024,Ploy,/Volumes/graphic/_Video Content/Short Video/2024/Moov/Jul/PB01.mp4,ฝากใส่เพลงกระแสจ้า,Moth,Moth,Moth,Music,,26.0,0.0,0.0,0.0,0.00%,0.00%,,,,,,,,,,,,,
,Moov,,,fan02,Review,Unbox fan02 กันนนน 🤩,,https://www.tiktok.com/@moovthailand/video/7387081984364891400?is_from_webapp=1&sender_device=pc&web_id=7335655813602330120,Japan,Done,7/7/2024,Japan,/Volumes/graphic/_Video Content/Short Video/2024/Moov/JUL/แกะกล่อง Fan02 กัน.MOV,,Japan,Japan,Japan,Music,,,,,,,,,,,,,,,,,,,,
,Moov,,,CB02,Viral,เดือนใหม่แล้ว มีสายชาร์จใหม่ยัง,,https://www.tiktok.com/@moovthailand/video/7386974485682949377,Wasu,Done,7/2/2024,Wasu,/Volumes/graphic/_Video Content/Short Video/2024/Moov/Jun/ads-video-cb02-03072024.mov,,,,,,,105.0,0.0,2.0,0.0,2.86%,0.00%,,,,,,,,,,,,,
,Moov,,,PB03,Entertain,เสก Power Bank มะรึกกึ้กกั๊ก รวมหัวปลั๊ก กับ Power bank ไว้ในตัวเดียว,,https://www.tiktok.com/@moovthailand/video/7387702592228330753,Wasu,Done,7/4/2024,Wasu,,,,,,,,128.0,0.0,0.0,0.0,0.00%,0.00%,,,,,,,,,,,,,
8 - 14 Jul,EloopTH,,,EW31,Review,ครบจบ EW31 แบตสำรองชาร์จไร้สาย 3 in 1 ,,https://www.tiktok.com/@eloopth/video/7388738922093792529,Ann,Done,7/9/2024,HUANG,/Volumes/graphic/_Video Content/Short Video/2024/Eloop/Jul/EW31-LH.mov,,Ann,Ann,Huang,Huang,,453.0,0.0,1.0,0.0,0.66%,0.00%,,,,,,,,,,,,,
,EloopTH,,,,Review,พาวเวอร์แบงค์รุ่นใหม่ 2024,,https://www.tiktok.com/@eloopth/photo/7389573449439661319,Ann,Done,7/9/2024,Ann,,,Ann,Ann,Ann,Music,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,EW31,Review,ชาร์จไร้สายน้องใหม่ EW31,,https://www.tiktok.com/@eloopth/video/7388740649396210960,Moth,Done,7/10/2024,HUANG,/Volumes/graphic/_Video Content/Short Video/2024/Eloop/Jul/EW31.mp4,,Moth,Moth,Moth,Moth,,3354.0,0.0,14.0,1.0,0.72%,0.00%,,,,,,,,,,,,,
,EloopTH,,,,Educate ,"แต่งรูปในไอโฟนง่ายๆ 
ให้เป็นโทนเดียวกันใน 3 วิ",,https://www.tiktok.com/@eloopth/video/7390596056272227601,Wasu,Done,7/12/2024,HUANG,/Volumes/graphic/_Video Content/Short Video/2024/Eloop/Educate/content-แต่งรูปในไอโฟน.mov,,Wasu,Wasu,Wasu,Wasu,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,,Educate ,ฟังเพลงยูทูปขณะล็อคหน้าจอ,,https://www.tiktok.com/@eloopth/video/7389160069641850128,Guild,Done,7/8/2024,Ploy,/Volumes/graphic/_Video Content/Short Video/2024/Educate/ฟังเพลงยูทูปขณะล็อคหน้าจอ.mov,,Guild,Guild,Guild,Guild,,,,,,,,,,,,,,,,,,,,
,EloopTH,,,,Campaign,MId Month,,https://www.tiktok.com/@eloopth/video/7391395694071844114,Huang,Done,7/13/2024,HUANG,,#TikTokShopMidMonthSale #ช้อปมันส์กลางเดือน,Ploy,Ploy,Ploy,Ploy,,10261.0,0.0,16.0,7.0,1.37%,0.00%,,,,,,,,,,,,,
